@RELATION CommOps
@ATTRIBUTE text string
@ATTRIBUTE ModalVerbSignal {shall, will, may, might, can, must, could, would, should, requested, please, none}
@ATTRIBUTE ActionVerbSignal {yes, no}
@ATTRIBUTE TypeOfSubject {first, second, third, none}
@ATTRIBUTE NegativeVerbSignal {yes, no}
@ATTRIBUTE presentTenseVerbSignal {yes, no}
@ATTRIBUTE pastTenseVerbSignal {yes, no}
@ATTRIBUTE debtorPresent {yes, no}
@ATTRIBUTE creditorPresent {yes, no}
@ATTRIBUTE delegationSignal {yes, no}
@ATTRIBUTE deadlineSignal {yes, no}
@ATTRIBUTE createCommitmentPresent {yes, no}
@ATTRIBUTE bigramModalSecond {yes, no}
@ATTRIBUTE bigramFirstModal {yes, no}
@ATTRIBUTE bigramPleaseAction {yes, no}
@ATTRIBUTE questionMarkPresent {yes, no}
@ATTRIBUTE class {create, icreate, discharge, cancel, delegate, none}

@DATA
"Kim",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Kim & Frank,  I received a call last week from a Brian Laurie with PG&E.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"Brian indicated that PG&E was splitting their Pipeline and LDC businesses into two separate units/companies.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Brian was asking about what kind of agreements that NNG has in place dealing with our LDC business.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Im not sure how much or what kind of information that we feel comfortable in sharing with PG&E on this issue.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Can you give me some insight into what information we may want to share or who may need to discuss this with PG&E.",can,yes,second,no,yes,no,yes,no,no,no,no,yes,no,no,no,icreate
"j.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"floyd							        713.853.1465",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"DRAFT -  Is this your Deal?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"Is it a 1-part rate?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"For 10/1/01 only?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"Any alternate points?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"I need the email address of whomever you did this deal with.This message is to confirm your EOL transaction with Transwestern Pipeline Company.You have successfully acquired the package(s) listed below.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"If you have questions orconcerns regarding the transaction(s), please call Craig Buehler at (713)853-6964prior to placing your nominations for these volumes.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"US Pipeline Capacity TW(Firm) Transaction No:   Product Name:    LaMaquina-I/B LinkTime Stamp:      Sep 24 2001  2:20 pmTW Request#:      Shipper Name:    Burlington Resources Trading, Inc.TW Contract#:     Volume:         15,000 Dth/d Rate:           $0.0500/d 1-part(Combined Reservation & Commodity) 100% Load Factor                 + applicable fuel and unaccounted for Term:            10/01/2001 only Primary Points:         RP                 500539 WFS LA MAQUINA PLANT I/C                         DP                 500545 I/B LINK Alternate Points: NONE		    	                  Contact:         Craig Buehler Phone  (713)853-6964                               Fax    (713)646-8085                               Email  craig.buehler@enron.com",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Yes, this is my deal.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"One part rate of .05, baseload for month of October.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Alternates at WFS-Ignacio on receipt and EPNG/Blanco on delivery.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Email address for Julie Reames is jreames@br-inc.com",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Jan, Did you see this?",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,yes,none
"FYI, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I plan to take Friday off, too.",none,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Can we meet on Thursday to discuss?",can,yes,first,no,yes,no,yes,yes,no,yes,no,yes,no,no,yes,icreate
"Received a call today from Russ Boone with Duke out of Salt Lake City.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"He was inquiring as to the cost of an interconnect and approximately 2 miles of pipe for Phase 1 - 105 mmbtu, and Phase 2 - 210 mmbtu.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"He said he felt confident that 10 pipe could be used and asked if I could provide him with a ball park number on cost for Phase 1.",could,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"If I understood him correctly the location of the interconnect will be somewhere between West Texas and Roswell...",will,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"I didnt really get to much detail as I informed him that I would get in contact with someone that could provide him with the info requested.",could,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"He asked that if at all possible someone get back with him today.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"(Tuesday)  He can be reached at 801-531-4423.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"L, Thank you for handling.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"K.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Doug Aschwege & Bob Johnson will be out of the office tomorrow (9/26/01) for training and will not be available for any capacity approvals (except emergencies) until Thursday.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Good (facility) planning guys... did Morgan plan this?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"Craig",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Morgan,Whats going on?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"Earlier this week, the NNG capacity approvers were both out of the office and today, both of the TW capacity approvers are out of the office.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"We are trying to get two TW rush contracts through this afternoon and their unavailability is making it very difficult.We need you to work on an emergency back up coverage plan for bid-week activity.",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,no,none
"At a minimum, your team needs to start carrying pagers.Rick",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Morgan,09I have to disagree with the they were available by phone.",none,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Being out of the office for Team Building on the last day of the month is inexcusable.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I tried calling Perry and there was no answer; he said he forgot and left his phone on vibrate.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"The Omaha capacity people now carry text pagers that I can email info to; they have really improved their response.",can,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"The Houston staff needs these pagers too.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Capacity approval on TW is probably our weakest link in the process.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"We really need your help to improve this or drastic action will be needed.",will,no,none,no,yes,no,yes,yes,no,no,no,no,no,no,no,none
"When I called at 3 pm to get a last second deal, I didnt get called back until 3:30 pm.",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,no,none
"I was told they could be back in the office to approve the deal around 6 pm.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Well, even though I was here until 7 pm, Reliant wasnt going to be.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"Perry said he could do it Saturday, once again, Reliant (or someone who can sign contracts) wasnt.",can,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"The TW Marketers, all of them, were also out of the office making EVERYTHING fall onto Contracts.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Why are we the only ones that need to be in the office?",none,no,none,no,yes,no,no,no,no,no,no,no,no,no,yes,none
"Im going to give this one more month and then, if everyone isnt working together on this, Im going to Danny and tell him the Deal Capture team is off of TW since no one appears to give a rats ass (and this is after Ive calmed down over the weekend).",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Speaking to the Contract Group, this is far from the first time these guys werent available.Craig",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Rick-Obviously we need to be available at all times.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"We cannot guarantee one of those people will be in the office at all times, but we will be available via cell phones or pagers.",will,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Actually, when you guys got hold of me on Friday, I had no problem contacting both Perry and Eric, nor did I have any problem contacting the NNG guys at their off-site last week.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"Do be sure when your guys call the office extensions, they listen to (rather than by-passing)  the entire greeting, as contact information may be available on that greeting.I will be sure that the process is evaluated on this end.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"-Morgan",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"09FYI - I will respond after you and I talk.",will,yes,first,no,yes,no,yes,yes,no,no,no,no,yes,no,no,create
"They dont carry pagers, do they?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"We are pleased to present you with a 2001 Special Stock Option Grant Award.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"As a participant in this grant you have the opportunity to share in the ownership of Enron and the potential profit from increases in the value of Enrons common stock.The 2001 Special Stock Option Grant was made to let you know how valuable you are and to recognize your contributions in making Enron the great company it is today.",none,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Although there are no guarantees as to Enrons future stock performance, we believe that an Enron stock option has tremendous future growth potential.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"The value you ultimately receive from your options will depend on the price of Enron stock at the time you exercise your options.",will,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"You can access your 2001 Special Stock Option Grant Agreement and the Stock Plan document governing the grant via your eHRonline account on the intranet website at http://ehronline.enron.com.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Unlike stock options granted in the past a copy of your grant agreement will not be mailed to your home address.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Additionally, the following information regarding the 2001 Special Stock Option Grant can be found on the HR website http://hrweb.enron.com.?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"2001 Special Stock Option Grant Highlights?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"2001 Special Stock Option Grant Frequently Asked Questions (FAQs)?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"A How to Exercise Options document that contains contact information and PaineWebber forms applicable to your stock optionsPlease take time to review this material.",none,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"It is important to us and to you.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"If you have any questions, please contact your Human Resources representative.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Dear All,   This is Youyi from Hong Kong who misses all of you.I am sorry for not contacting you earlier because of lossof your contacts.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Everything is fine to me in Hong Kong nowexcept for a big shock for the terror attack on WTC and Pentagon.If you find out a chance of visiting Hong Kong, please give mea call at (852)2609-8242 (O) or (852)2994-3485 (H).",please,yes,second,no,yes,no,yes,yes,no,no,no,no,no,yes,no,icreate
"I will be very happy to have a gathering with you.Cheers,Youyi",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"REMINDER!!!!",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Time is running out...Please reminder your direct reports by forwarding this email:* The Forum Corporation must receive the completed questionnairs for scoring no later than October 24th.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Please allow 2 weeks for the questionnairea to travel through the postal system.",please,no,second,no,yes,no,yes,yes,no,no,no,no,no,yes,no,icreate
"This means that the questionnaire must be in the mail by October 10th to arrive on time.Attendees: if you have not turned in your feedback of yourself, the above applies to you too.Thanks,Maggiex3-1816",must,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"FYI, Since I will be out all next week, this is just a reminder email for filling out the questionnaire (in the mail by Oct. 10, please) for my leadership training seminar at the end of the month.",please,yes,third,no,yes,no,yes,yes,no,yes,no,no,no,no,no,create
"Many thanks, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"TK,Thanks for finishing these bullets.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Audrey,I have a draft of the bullets ready.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"TK will finish them and forward to you tomorrow morning.",will,yes,third,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,create
"She will also coordinate the bullets for next Friday.Thanks, Kim.",will,yes,third,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,create
"Actually, Audrey might know of some place.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"If not her, check with Linda Wehring, she knows absolutely everything!",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Thanks for all of your help today!",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"We really appreciate it!",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Kim--	I think we finished all the letters.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"It was fun helping you guys out!",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"By the way, do you have any books in your dept. for ordering supplies with logos/names etc. on them?",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,yes,none
"I was trying to 	find a place from which I could order some napkins, plastic glasses, etc. with a name on it, as a B-day gift for someone.",could,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"--Dot",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Audrey Robertson, our secry.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"X35849",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Actually, Audrey might know of some place.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"If not her, check with Linda Wehring, she knows absolutely everything!",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Thanks for all of your help today!",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"We really appreciate it!",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Audrey who?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"Have a phone no. ?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"I will be on vacation Friday, September 28.Thanks, Kim.",will,no,first,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,create
"Please submit.adrAudrey D.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"RobertsonTranswestern Pipeline Company email address:  audrey.robertson@enron.com(713) 853-5849(713) 646-2551 Fax",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Following is a list of names for the people we have decided to invite to the Nutcracker Market.",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,no,none
"Michelle has graciously volunteered to do the invitations (yea!",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"thanks!)",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"and well need the mailing addresses so that we can send the invites out on Monday, Oct. 1.",can,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Please make sure each name is correctly spelled, etc. and provide the addresses to Audrey by 8 am Monday, 10/1.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Thanks.ENA		Stephanie MillerBP		Penny BarryNWPL		Dawnell PacePNM		Barbara Whittaker		Loretta or LindaCoral		Amy GoldSempra		Stephanie KatzPG&E		Susan JonesUSTG		Elsa JohnstonAstra		Cheri WaymanOneok		Cathy ???",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"Tenaska	Karen Sweat?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"Burlington	Julie ReamsConoco		Carla JohnsonWestern	TerriLorraine",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"CoralAmy GoldTwo Houston Center909 Fannin STe. 700Houston, TX 77010 her phone number is 713 230-7812",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Hey gang,I just wanted you to know that I sent a fax early this week to cancel our hotel in Positano (Hotel Marincanto).",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,no,none
"I did not receive a confirmation back from them, so I called them this morning.",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,no,none
"Julio is the gentleman I talked to and he did inform me that the four rooms we had booked are cancelled.",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,no,none
"I think we are OK, but I would feel better if we had written confirmation of the cancellation.",would,no,none,no,yes,no,yes,no,no,no,no,no,no,no,no,none
"Please watch your credit card charges to ensure that you do not get billed for the hotel.I have received written confirmation from the hotel in Rome (front end of trip) and the hotel in Florence of our cancellation.Lets start looking at dates in 2002 to rebook this trip.",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,no,none
"If one of you has some time, would you check to see if the weather would be better in May or June?",would,no,none,no,yes,no,no,no,no,no,no,no,no,no,yes,none
"Any thoughts?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"Thanks, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Hey gang,I just wanted you to know that I sent a fax early this week to cancel our hotel in Positano (Hotel Marincanto).",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,no,none
"I did not receive a confirmation back from them, so I called them this morning.",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,no,none
"Julio is the gentleman I talked to and he did inform me that the four rooms we had booked are cancelled.",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,no,none
"I think we are OK, but I would feel better if we had written confirmation of the cancellation.",would,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Please watch your credit card charges to ensure that you do not get billed for the hotel.I have received written confirmation from the hotel in Rome (front end of trip) and the hotel in Florence of our cancellation.Lets start looking at dates in 2002 to rebook this trip.",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,no,none
"If one of you has some time, would you check to see if the weather would be better in May or June?",would,no,none,no,yes,no,no,no,no,no,no,no,no,no,yes,none
"Any thoughts?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"Thanks, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I recommend that we dont actually book anything for a while, but lets look at weather and tentatively be thinking of a date.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"As far as the bombing, that will go on for years.",will,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"K.By the way, thank you so much for your help today on the terminations of OBAs!",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Do we want to see what happens when we start bombing before we pick a date?",none,no,none,no,yes,no,no,no,no,no,no,no,no,no,yes,none
"I dont see you on MSN, but I am on the phone now with Nanci and she is having back problems (a long story, I will share later), but we are going to have to cancel the lake this weekend.",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,no,none
"I have a 10:00 meeting, so I will have to run soon.",will,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"I will call you when I get back. Im still OK taking off tomorrow and next week.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"Maybe we stay home this weekend to be with Herschel, and if he is better, then we can take him to my moms on Mon or Tue and go on to the Hyatt Hill Country next week.Thoughts?",can,no,first,no,yes,no,yes,yes,no,no,no,no,yes,no,yes,create
"ILY, K.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Hi Kim, I was referred to you by Audrey Robertson.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I work for Morris Brassfield in his Contracts Administration dept.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"He has asked me to pull and make copies of all the O&M agreements for TW  that are being billed monthly so that we can review.",can,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"The following is a list of O&M agreements that I am looking for.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"ECT/BistiECT/BloomfieldPNM Gas Services/Blanco HubNorthwest Pipeline/Blanco HubNorthwest Pipeline/La PlataWould you have or know who would have the original executed agreements so that I can make copies for the Contracts department.",can,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"If you do have them I would be glad to go and make the copies myself.Thanks,Carmen (x56269)ETS Contract Administration",none,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Lindy, Since I will be gone tomorrow and next week.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Would you mind providing this information to Carmen?",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,yes,none
"I owe you one!",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Thanks, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I have updated the TW on call schedule to include Mark and Paul.",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,no,none
"Please let me know if anyone has a conflict.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"(I left the holiday weekends as they were.)",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"Lorraine",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Mark and Paul,  I would be happy to call in with you on your first on call weekend if you would like.",would,yes,first,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,create
"Mark, your weekend comes up this next weekend, I will plan to call in on Sat and Sun with you.",will,yes,first,no,yes,no,yes,yes,no,yes,no,no,no,no,no,create
"Alma will send you an email with the total list of everyone calling in including the phone number to dial into.",will,yes,first,no,yes,no,yes,yes,no,no,no,no,yes,no,no,create
"Make sure you locate this list prior to the weekend.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Remember, call in about 5-7 minutes before 8:00am Sat and Sun.Thanks, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Planning has met with ENA on Tuesday and responded to the questions from ENA. Lets four of us have a meeting in my office sometime next week and follow-up on this project.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"What day/ time would be good for you?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"Thanks,Mansoor",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Mansoor,Wednesday, Thursday a.m. or Friday works best for me.Steve",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I will be on vacation tomorrow through next week.",will,no,first,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,create
"I would be available pretty much anytime week of Oct. 8.",would,no,first,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,create
"Thanks, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Im still good Oct 8th itself, but I get pretty funky the rest of the month, ie?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"hit or miss?.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"mostly miss.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"-MG",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Ive got it booked!",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"Mark,  please plan to attend with me.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Thanks, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Lets meet on Monday Oct-8th at 10 am in my office.Mansoor",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"The Commission meeting yesterday, chaired by Pat Wood, consisted of discussions on FERCs:Administrative Issues?",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,yes,none
"Strategic and 2002 Business PlanPriorities for the strategic plan for 2001 through 2005 were outlined yesterday and include a) promoting secure, high-quality environmentally responsible energy infrastructure with consistent policies; b) encouraging competitive markets in lieu of traditional regulation; c) protection of markets/customers through fair market oversight; and d) efficiently running FERC.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"In reaching these goals, FERC intends several initiatives such as removing impediments to market investment, encouraging use of new technology; continuing to advance competitive markets; addressing landowner, safety and environmental concerns and striving for clarity not only in specific areas such as cost recovery but also in communications to stakeholders.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Shortly, Staff will be recommending a twelve-month plan as part of the overall strategic plan.?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"Infrastructure AdequacyThere will be a series of open commission meetings held throughout the U.S. beginning in November in the West; in December or early spring a meeting will be held in the northeast and later in 2002 for the Midwest and south.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"The intent is to reach out to the states for greater cohesion.?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"California Infrastructure UpdateStaff concluded that the California natural gas market for take-away capacity was insufficient to accept delivery of all interstate capacity.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"The California Energy Commission released a report on September 24 that agrees that more expansion in California is needed.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Constraint StudyFERC will complete a constraint study with associated costs that should be completed by November 7, 2001.",should,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Staff cited constraints in central New York state and California.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Massey asked if the study was to provide solutions or recommendations.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"It is a study to identify the constrained areas and the resulting costs to consumers.RTOFERC is imposing additional incentives to encourage the formation or joining in RTOs.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"The Midwest, Northeast and Southeast RTOs will be considered at a FERC meeting in October.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"There will be a series of meetings in RTO week to focus on congestion management, cost recovery, marketing monitoring, transmission planning, reliability standards and transmission rights.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"A NOPR is expected to be issued on market design and structure.Marketing Affiliate NOPR, RM01-10The Notice of Propose Rulemaking would apply one set of rules across both natural gas pipelines and electric utilities.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Under the proposal, transmission providers must operate independently and treat all customers on a nondiscriminatory basis.",must,yes,third,no,yes,no,yes,no,no,no,no,no,yes,no,no,create
"The rules would be codified in a new section of the regulations and would broaden the definition of affiliate to include all energy affiliates.",would,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"The only exception noted in the discussion was the exclusion of Regional Transmission Organizations (RTOs) from the definition of energy affiliates.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"The Commission was presented two options to address the applicability of the rule to public utilities native load merchant functions.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Option A:  Status Quo - the rule would not apply to the bundled retail merchant function.Option B:  The rule applies to the bundled retail merchant function and would prohibit merchant employees from having access to the control room of the utility.",would,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"After extensive discussion, the NOPR was approved 4-0 with additional language added on behalf of Commissioner Breathitt to state that Option B may not be included in the final rule and encourage comments by affected parties and the States.Massey questioned whether the NOPR is primarily focusing on broadening the definition of energy affiliate and whether there are any energy-type affiliates that would be exempt.",would,no,none,no,yes,no,yes,no,no,no,no,no,no,no,no,none
"Staff responded that the emphasis is on broadening the definition to include all energy affiliates and no energy-type marketing affiliates would be exempt, except RTOs.The proposed rule extents the current prohibition against disclosing certain information to all energy affiliates.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"The rules do not directly govern energy affiliates, but they govern the disclosure of information and the separation of transmission employees, officers and directors from other businesses.",none,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Under the proposal, waivers may be requested, if operationally required or under emergency protocols particularly for small systems.Gas Pipeline Operational FlowFERC has tabled this item for the next public meeting on October 11.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
